"","ID","IFClass","egoGender","egoAge","egoOccupation","egoFamilyStatus","edu","hhsize","hhMember_preschool","hhMember_elementary","hhMember_juniorHigh","hhMember_highSchool","hhMember_18to29","hhMember_30to49","hhMember_50to64","hhMember_over65","hhMember_other","drvlcs","hascar","hasbike","homeWorkDist_m","income","snNumFamily","snNumWorkSchool","snNumNeighbor","snNumClub","snNumOther","snSize","correctedSnSize","homeCity","IFCoef","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m","egoeduc","egoAgeC","hhinc","egoWorker","couple","children","aAgeC","distance","altrole","emotcl","logFace","logTel","logMail","logSNS","logDist","homoGender","homoMM","homoFF","homoAgeC","homoAge","homoFamStatC","homoOccupC","contactType","Frequency"
"14","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,13,"Other friend","35-39","Male","Part time","Single","5-10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",6843.91262079701,"technical","2","middle",1,"no","no","2",6.84391262079701,"friend","somewhat close",0.8750612633917,-0.301029995663981,-0.301029995663981,0.8750612633917,0.835304456078306,1,1,0,1,0,0,0,"Ff2f_m",7.5
"15","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,14,"Other friend","40-44","Male","Full time","Single","5-10 years",1,1,"1-3 times/year","Never","1-2 times/month","Never",8792932.05407518,"technical","2","middle",1,"no","no","3",8792.93205407518,"friend","very close",0.301029995663981,-0.301029995663981,1.25527250510331,-0.301029995663981,3.94413371723245,1,1,0,0,0,0,1,"Ff2f_m",2
"16","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,15,"Neighbor","35-39","Male","Freelance","Married with children","5-10 years",0,0,"4-11 times/year","Never","4-11 times/year","3-4 times/month",693.263881690667,"technical","2","middle",1,"no","no","2",0.693263881690667,"friend","somewhat close",0.8750612633917,-0.301029995663981,0.8750612633917,1.6232492903979,-0.159101425491468,1,1,0,1,0,0,0,"Ff2f_m",7.5
"17","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,16,"Other friend","35-39","Male","Freelance","Single","5-10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",4128.41065866406,"technical","2","middle",1,"no","no","2",4.12841065866406,"friend","somewhat close",0.301029995663981,-0.301029995663981,-0.301029995663981,0.8750612633917,0.615782890634963,1,1,0,1,0,0,0,"Ff2f_m",2
"18","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,17,"Other friend","40-44","Male","Freelance","Single","5-10 years",1,1,"1-3 times/year","Never","Never","1-3 times/year",11818.538997785,"technical","2","middle",1,"no","no","3",11.818538997785,"friend","very close",0.301029995663981,-0.301029995663981,-0.301029995663981,0.301029995663981,1.07256379258441,1,1,0,0,0,0,0,"Ff2f_m",2
"19","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,18,"Other friend","35-39","Male","Full time","Married with children","More than 10 years",1,0,"1-3 times/year","1-3 times/year","Never","1-2 times/month",2582.92989578712,"technical","2","middle",1,"no","no","2",2.58292989578712,"friend","very close",0.301029995663981,0.301029995663981,-0.301029995663981,1.25527250510331,0.412112618993302,1,1,0,1,0,0,1,"Ff2f_m",2
"20","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,19,"School friend","35-39","Male","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",357115.389802721,"technical","2","middle",1,"no","no","2",357.115389802721,"friend","somewhat close",0.301029995663981,-0.301029995663981,-0.301029995663981,0.301029995663981,2.55280856641339,1,1,0,1,0,0,1,"Ff2f_m",2
"21","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,20,"Other friend","30-34","Female","Freelance","Married, no children","5-10 years",1,0,"1-2 times/month","1-3 times/year","Never","1-3 times/year",7601.89919916346,"technical","2","middle",1,"no","no","2",7.60189919916346,"friend","very close",1.25527250510331,0.301029995663981,-0.301029995663981,0.301029995663981,0.88092210658025,0,0,0,1,0,0,0,"Ff2f_m",18
"22","SR0000876",14,"Male","30-34","Full time","Divorced","Vocational school",2,"No","No","No","No","No","No","No","Yes","No","Yes","No","Has own bike",NA,"6-7 million",2,1,22,0,35,22,22,"Shinagawa",139305.7188,21,"Grandparent","over 65","Female","Unemployed/retired","Widowed","More than 10 years",0,0,"1-3 times/year","3-4 times/month","1-3 times/week","Never",784881.531565692,"technical","2","middle",1,"no","no","5",784.881531565692,"Extended family","somewhat close",0.301029995663981,1.6232492903979,1.89209460269048,-0.301029995663981,2.89480411015927,0,0,0,0,0,0,0,"Ff2f_m",2
"23","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,0,"Work friend","30-34","Female","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","Never","Several times a day",48430.3693634257,"university","2","high",1,"no","no","2",48.4303693634257,"friend","somewhat close",1.25527250510331,0.8750612633917,-0.301029995663981,2.56229286445647,1.68511778128866,1,0,1,1,0,0,1,"Ff2f_m",18
"24","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,1,"Work friend","30-34","Female","Full time","Single","More than 10 years",1,1,"1-2 times/month","4-11 times/year","Never","4-7 times/week",48430.3693634257,"university","2","high",1,"no","no","2",48.4303693634257,"friend","very close",1.25527250510331,0.8750612633917,-0.301029995663981,2.45636603312904,1.68511778128866,1,0,1,1,0,0,1,"Ff2f_m",18
"25","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,2,"Work friend","30-34","Female","Full time","Single","More than 10 years",1,1,"3-4 times/month","Never","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.6232492903979,-0.301029995663981,-0.301029995663981,1.6232492903979,0.937403335813247,1,0,1,1,0,0,1,"Ff2f_m",42
"26","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,3,"School friend","30-34","Female","Full time","Single","More than 10 years",1,1,"3-4 times/month","Never","Never","1-3 times/week",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.6232492903979,-0.301029995663981,-0.301029995663981,1.89209460269048,0.937403335813247,1,0,1,1,0,0,1,"Ff2f_m",42
"27","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,4,"School friend","30-34","Female","Full time","Married with children","More than 10 years",1,1,"3-4 times/month","1-3 times/year","Never","1-3 times/week",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.6232492903979,0.301029995663981,-0.301029995663981,1.89209460269048,0.937403335813247,1,0,1,1,0,0,1,"Ff2f_m",42
"28","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,5,"School friend","30-34","Male","Full time","Married, no children","More than 10 years",0,0,"1-2 times/month","Never","Never","1-3 times/week",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","somewhat close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.89209460269048,0.937403335813247,0,0,0,1,0,1,1,"Ff2f_m",18
"29","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,6,"School friend","30-34","Male","Full time","Single","More than 10 years",0,0,"1-2 times/month","Never","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","somewhat close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.6232492903979,0.937403335813247,0,0,0,1,0,0,1,"Ff2f_m",18
"30","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,7,"School friend","35-39","Male","Full time","Single","More than 10 years",0,0,"1-2 times/month","Never","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","somewhat close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.6232492903979,0.937403335813247,0,0,0,1,0,0,1,"Ff2f_m",18
"31","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,8,"School friend","30-34","Male","Full time","Single","More than 10 years",1,1,"1-2 times/month","Never","Never","4-11 times/year",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.25527250510331,-0.301029995663981,-0.301029995663981,0.8750612633917,0.937403335813247,0,0,0,1,0,0,1,"Ff2f_m",18
"32","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,9,"Work friend","30-34","Male","Full time","Single","More than 10 years",1,1,"1-2 times/month","Never","Never","3-4 times/month",139531.38150757,"university","2","high",1,"no","no","2",139.53138150757,"friend","very close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.6232492903979,2.14467189422505,0,0,0,1,0,0,1,"Ff2f_m",18
"33","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,10,"School friend","30-34","Female","Full time","Single","More than 10 years",1,0,"1-2 times/month","Never","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.6232492903979,0.937403335813247,1,0,1,1,0,0,1,"Ff2f_m",18
"34","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,11,"School friend","30-34","Male","Full time","Divorced","More than 10 years",1,0,"4-11 times/year","Never","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",0.8750612633917,-0.301029995663981,-0.301029995663981,1.6232492903979,0.937403335813247,0,0,0,1,0,0,1,"Ff2f_m",7.5
"35","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,12,"Work friend","30-34","Male","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","somewhat close",0.8750612633917,-0.301029995663981,-0.301029995663981,0.8750612633917,0.937403335813247,0,0,0,1,0,0,1,"Ff2f_m",7.5
"36","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,13,"Work friend","25-29","Female","Full time","Single","5-10 years",1,1,"4-11 times/year","Never","Never","4-11 times/year",41429.8323113169,"university","2","high",1,"no","no","1",41.4298323113169,"friend","very close",0.8750612633917,-0.301029995663981,-0.301029995663981,0.8750612633917,1.61731317547987,1,0,1,0,0,0,1,"Ff2f_m",7.5
"37","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,14,"Sibling","35-39","Female","Part time","Married with children","More than 10 years",1,0,"3-4 times/month","3-4 times/month","Never","4-7 times/week",41429.8323113169,"university","2","high",1,"no","no","2",41.4298323113169,"Immediate family","very close",1.6232492903979,1.6232492903979,-0.301029995663981,2.45636603312904,1.61731317547987,1,0,1,1,0,0,0,"Ff2f_m",42
"38","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,15,"Sibling","30-34","Female","Part time","Married with children","5-10 years",1,1,"4-11 times/year","Never","Never","1-2 times/month",41429.8323113169,"university","2","high",1,"no","no","2",41.4298323113169,"Immediate family","very close",0.8750612633917,-0.301029995663981,-0.301029995663981,1.25527250510331,1.61731317547987,1,0,1,1,0,0,0,"Ff2f_m",7.5
"39","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,16,"Spouse/partner","30-34","Male","Full time","Married, no children","5-10 years",1,0,"Several times a day","3-4 times/month","Never","Several times a day",0,"university","2","high",1,"no","no","2",0.1,"Immediate family","very close",2.56229286445647,1.6232492903979,-0.301029995663981,2.56229286445647,-1,0,0,0,1,0,1,1,"Ff2f_m",365
"40","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,17,"Work friend","35-39","Female","Full time","Single","5-10 years",1,0,"1-2 times/month","Never","Never","1-3 times/week",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.89209460269048,0.937403335813247,1,0,1,1,0,0,1,"Ff2f_m",18
"41","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,19,"Work friend","50-54","Male","Full time","Married with children","1-5 years",0,0,"1-2 times/month","Never","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","4",8.65771600621179,"friend","somewhat close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.6232492903979,0.937403335813247,0,0,0,0,0,0,1,"Ff2f_m",18
"42","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,20,"Work friend","25-29","Female","Full time","Single","1-5 years",1,0,"3-4 times/month","1-2 times/month","Never","3-4 times/month",8657.71600621179,"university","2","high",1,"no","no","1",8.65771600621179,"friend","very close",1.6232492903979,1.25527250510331,-0.301029995663981,1.6232492903979,0.937403335813247,1,0,1,0,0,0,1,"Ff2f_m",42
"43","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,21,"School friend","30-34","Male","Full time","Single","More than 10 years",1,1,"1-2 times/month","Never","Never","1-3 times/week",8657.71600621179,"university","2","high",1,"no","no","2",8.65771600621179,"friend","very close",1.25527250510331,-0.301029995663981,-0.301029995663981,1.89209460269048,0.937403335813247,0,0,0,1,0,0,1,"Ff2f_m",18
"44","SR0030748",13,"Female","30-34","Full time","Married, no children","Undergraduate",1,"No","No","No","No","No","No","No","No","No","No","No","No",6172.15071756321,"over 12 million",1,6,10,0,0,23,23,"Shinagawa",154112.5,22,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"3-4 times/month","1-2 times/month","Never","4-7 times/week",41429.8323113169,"university","2","high",1,"no","no","5",41.4298323113169,"Immediate family","somewhat close",1.6232492903979,1.25527250510331,-0.301029995663981,2.45636603312904,1.61731317547987,1,0,1,0,0,0,0,"Ff2f_m",42
"45","SR0150484",13,"Female","50-54","Full time","Married with children","Undergraduate",3,"No","No","No","No","Yes","No","Yes","No","No","No","Shared with household","Has own bike",NA,"11-12 million",5,10,5,5,5,5,5,"Shinagawa",154112.5,1,"Child","20-24","Male","Student","Single","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Several times a day",0,"university","4","high",1,"yes","no","1",0.1,"Immediate family","very close",2.56229286445647,2.56229286445647,2.56229286445647,2.56229286445647,-1,0,0,0,0,0,0,0,"Ff2f_m",365
"46","SR0150484",13,"Female","50-54","Full time","Married with children","Undergraduate",3,"No","No","No","No","Yes","No","Yes","No","No","No","Shared with household","Has own bike",NA,"11-12 million",5,10,5,5,5,5,5,"Shinagawa",154112.5,2,"Child","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Several times a day",2668.71350665673,"university","4","high",1,"yes","no","5",2.66871350665673,"Immediate family","very close",2.56229286445647,2.56229286445647,2.56229286445647,2.56229286445647,0.426301953646488,0,0,0,0,0,1,0,"Ff2f_m",365
"47","SR0150484",13,"Female","50-54","Full time","Married with children","Undergraduate",3,"No","No","No","No","Yes","No","Yes","No","No","No","Shared with household","Has own bike",NA,"11-12 million",5,10,5,5,5,5,5,"Shinagawa",154112.5,4,"Grandchild","40-44","Male","Full time","Married with children","1-5 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month",5815.57412993804,"university","4","high",1,"yes","no","3",5.81557412993804,"Extended family","somewhat close",1.25527250510331,1.25527250510331,1.25527250510331,1.25527250510331,0.764592595961412,0,0,0,0,0,1,1,"Ff2f_m",18
"48","SR0290372",13,"Female","30-34","Full time","Married, no children","Graduate",2,"No","No","No","No","No","Yes","No","No","No","Yes","No","Has own bike",4136.83385413815,"over 12 million",8,0,0,0,4,11,11,"Shinagawa",154112.5,0,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"4-11 times/year","1-3 times/year","3-4 times/month","3-4 times/month",8575.20455004662,"university","2","high",1,"yes","no","5",8.57520455004662,"Immediate family","very close",0.8750612633917,0.301029995663981,1.6232492903979,1.6232492903979,0.933244488352941,1,0,1,0,0,0,0,"Ff2f_m",7.5
